"House","Date","Subject","Policy vote","PolicyLink","Party","Vote","Vote Count","description","policy_type","political_leaning"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","Con","OTHER",66,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","Con","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","Con","OTHER",86,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","Lab","FOR",256,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","Lab","OTHER",12,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","Lab","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","Lab","OTHER",146,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","LDem","FOR",16,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","LDem","OTHER",1,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","LDem","OTHER",29,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","PC","FOR",1,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","PC","OTHER",3,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","SNP","FOR",2,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","SNP","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","SNP","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",1999-03-01,"Sexual Offences (Amendment) Bill — Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=1999-03-01&house=commons&number=79","SNP","OTHER",4,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","Con","FOR",10,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","Con","OTHER",89,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","Con","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","Con","OTHER",59,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","Lab","FOR",235,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","Lab","OTHER",6,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","Lab","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","Lab","OTHER",172,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","LDem","FOR",16,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","LDem","OTHER",3,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","LDem","OTHER",27,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","PC","FOR",1,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","PC","OTHER",3,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","SNP","FOR",1,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","SNP","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","SNP","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-02-10,"Sexual Offences (Amendment) Bill","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-02-10&house=commons&number=71","SNP","OTHER",5,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","Con","FOR",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","Con","OTHER",124,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","Con","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","Con","OTHER",33,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","Lab","FOR",269,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","Lab","OTHER",3,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","Lab","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","Lab","OTHER",141,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","LDem","FOR",34,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","LDem","OTHER",2,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","LDem","OTHER",11,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","PC","FOR",2,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2000-07-05,"Local Government Bill [Lords] - Prohibition on promotion of homosexuality: bullying","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2000-07-05&house=commons&number=253","PC","OTHER",2,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","Con","FOR",4,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","Con","OTHER",40,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","Con","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","Con","OTHER",113,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","Lab","FOR",130,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","Lab","OTHER",10,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","Lab","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","Lab","OTHER",267,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","LDem","FOR",40,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","LDem","OTHER",11,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","PC","FOR",4,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-24,"Relationships (Civil Registration)","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-24&house=commons&number=41","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","Con","FOR",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","Con","OTHER",65,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","Con","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","Con","OTHER",94,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","Lab","FOR",299,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","Lab","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","Lab","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","Lab","OTHER",108,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","LDem","FOR",18,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","LDem","OTHER",34,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","PC","FOR",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","PC","OTHER",3,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2001-10-29,"Adoption and Children Bill (Programme) — Consideration and Third Reading","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2001-10-29&house=commons&number=45","PC","OTHER",1,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","Con","FOR",4,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","Con","OTHER",110,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","Con","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","Con","OTHER",47,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","Lab","FOR",251,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","Lab","OTHER",19,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","Lab","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","Lab","OTHER",138,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","LDem","FOR",28,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","LDem","OTHER",2,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","LDem","OTHER",21,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","PC","FOR",3,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-16,"Adoption and Children Bill — [2nd Allotted Day] — Applications for adoption","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-16&house=commons&number=244","PC","OTHER",1,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","Con","FOR",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","Con","OTHER",127,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","Con","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","Con","OTHER",34,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","Lab","FOR",263,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","Lab","OTHER",35,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","Lab","OTHER",2,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","Lab","OTHER",107,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","LDem","FOR",32,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","LDem","OTHER",4,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","LDem","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","LDem","OTHER",17,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","PC","FOR",4,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-05-20,"Adoption and Children Bill — [3rd Allotted Day] — Clause 131 — General interpretation, etc.","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-05-20&house=commons&number=246","PC","OTHER",0,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-11-04,"Adoption and Children Bill — Suitability Of Adopters","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-11-04&house=commons&number=345","Con","FOR",8,"More rights for LGBTQ+ people","Social","Left"
"Commons",2002-11-04,"Adoption and Children Bill — Suitability Of Adopters","MAJORITY","https://www.publicwhip.org.uk/division.php?date=2002-11-04&house=commons&number=345","Con","OTHER",118,"More rights for LGBTQ+ people","Social","Left"
